turma_id,semestre,codigo,turma,encontro,dia,inicio,fim,sala,horario_original,sala_original,valor_original,pagina_pdf,arquivo_origem
2026-1-TCC00205-A1,2026-1,TCC00205,A1,1,quarta,16:00,20:00,306,16:00-20:00,SALA 306,16:00-20:00 SALA 306,5,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-001-SEM-TURMA,2026-1,,,1,segunda,11:00,13:00,313,11:00-13:00,SALA 313,11:00-13:00 SALA 313,5,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-001-SEM-TURMA,2026-1,,,2,quarta,11:00,13:00,313,11:00-13:00,SALA 313,11:00-13:00 SALA 313,5,dados/brutos/QH-2026-1.pdf
2026-1-TIC10001-SEM-TURMA,2026-1,TIC10001,,1,terca,09:00,11:00,319,09:00-11:00,SALA 319,09:00-11:00 SALA 319,5,dados/brutos/QH-2026-1.pdf
2026-1-TIC10001-SEM-TURMA,2026-1,TIC10001,,2,quinta,09:00,11:00,319,09:00-11:00,SALA 319,09:00-11:00 SALA 319,5,dados/brutos/QH-2026-1.pdf
2026-1-TIC10002-SEM-TURMA,2026-1,TIC10002,,1,terca,14:00,16:00,404B,14:00-16:00,SALA 404B,14:00-16:00 SALA 404B,6,dados/brutos/QH-2026-1.pdf
2026-1-TIC10002-SEM-TURMA,2026-1,TIC10002,,2,quinta,14:00,16:00,404B,14:00-16:00,SALA 404B,14:00-16:00 SALA 404B,6,dados/brutos/QH-2026-1.pdf
2026-1-TIC10003-SEM-TURMA,2026-1,TIC10003,,1,segunda,09:00,11:00,306,09:00-11:00,SALA 306,09:00-11:00 SALA 306,6,dados/brutos/QH-2026-1.pdf
2026-1-TIC10003-SEM-TURMA,2026-1,TIC10003,,2,quarta,09:00,11:00,306,09:00-11:00,SALA 306,09:00-11:00 SALA 306,6,dados/brutos/QH-2026-1.pdf
2026-1-TIC10005-SEM-TURMA,2026-1,TIC10005,,1,terca,11:00,13:00,306,11:00-13:00,SALA 306,11:00-13:00 SALA 306,6,dados/brutos/QH-2026-1.pdf
2026-1-TIC10005-SEM-TURMA,2026-1,TIC10005,,2,quinta,11:00,13:00,306,11:00-13:00,SALA 306,11:00-13:00 SALA 306,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00319-A1,2026-1,TCC00319,A1,1,sexta,14:00,18:00,206,14:00-18:00,SALA 206,14:00-18:00 SALA 206,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00319-B1,2026-1,TCC00319,B1,1,terca,16:00,18:00,302,16:00-18:00,SALA 302,16:00-18:00 SALA 302,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00319-B1,2026-1,TCC00319,B1,2,quinta,16:00,18:00,302,16:00-18:00,SALA 302,16:00-18:00 SALA 302,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00320-A1,2026-1,TCC00320,A1,1,terca,14:00,16:00,321,14:00-16:00,SALA 321,14:00-16:00 SALA 321,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00320-A1,2026-1,TCC00320,A1,2,quinta,14:00,16:00,321,14:00-16:00,SALA 321,14:00-16:00 SALA 321,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00320-B1,2026-1,TCC00320,B1,1,terca,14:00,16:00,217,14:00-16:00,SALA 217,14:00-16:00 SALA 217,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00320-B1,2026-1,TCC00320,B1,2,quinta,14:00,16:00,217,14:00-16:00,SALA 217,14:00-16:00 SALA 217,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00328-C1,2026-1,TCC00328,C1,1,segunda,11:00,13:00,L302,11:00-13:00,LAB. 302,11:00-13:00 LAB. 302,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00328-C1,2026-1,TCC00328,C1,2,quarta,11:00,13:00,L302,11:00-13:00,LAB. 302,11:00-13:00 LAB. 302,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-A1,2026-1,TCC00325,A1,1,segunda,09:00,11:00,204,09:00-11:00,SALA 204,09:00-11:00 SALA 204,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-A1,2026-1,TCC00325,A1,2,quarta,09:00,11:00,204,09:00-11:00,SALA 204,09:00-11:00 SALA 204,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-B1,2026-1,TCC00325,B1,1,segunda,11:00,13:00,204,11:00-13:00,SALA 204,11:00-13:00 SALA 204,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-B1,2026-1,TCC00325,B1,2,quarta,11:00,13:00,204,11:00-13:00,SALA 204,11:00-13:00 SALA 204,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-C1,2026-1,TCC00325,C1,1,segunda,16:00,18:00,213,16:00-18:00,SALA 213,16:00-18:00 SALA 213,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-C1,2026-1,TCC00325,C1,2,quarta,16:00,18:00,213,16:00-18:00,SALA 213,16:00-18:00 SALA 213,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-D1,2026-1,TCC00325,D1,1,segunda,18:00,20:00,213,18:00-20:00,SALA 213,18:00-20:00 SALA 213,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-D1,2026-1,TCC00325,D1,2,quarta,18:00,20:00,213,18:00-20:00,SALA 213,18:00-20:00 SALA 213,6,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-E1,2026-1,TCC00325,E1,1,terca,11:00,13:00,206,11:00-13:00,SALA 206,11:00-13:00 SALA 206,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-E1,2026-1,TCC00325,E1,2,quinta,11:00,13:00,206,11:00-13:00,SALA 206,11:00-13:00 SALA 206,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-F1,2026-1,TCC00325,F1,1,terca,14:00,16:00,206,14:00-16:00,SALA 206,14:00-16:00 SALA 206,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-F1,2026-1,TCC00325,F1,2,quinta,14:00,16:00,206,14:00-16:00,SALA 206,14:00-16:00 SALA 206,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-G1,2026-1,TCC00325,G1,1,terca,16:00,18:00,206,16:00-18:00,SALA 206,16:00-18:00 SALA 206,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00325-G1,2026-1,TCC00325,G1,2,quinta,16:00,18:00,206,16:00-18:00,SALA 206,16:00-18:00 SALA 206,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-D1,2026-1,TCC00326,D1,1,segunda,16:00,18:00,L306,16:00-18:00,LAB. 306,16:00-18:00 LAB. 306,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-D1,2026-1,TCC00326,D1,2,quarta,16:00,18:00,204,16:00-18:00,SALA 204,16:00-18:00 SALA 204,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-D2,2026-1,TCC00326,D2,1,segunda,16:00,18:00,404B,16:00-18:00,SALA 404B,16:00-18:00 SALA 404B,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-D2,2026-1,TCC00326,D2,2,quarta,16:00,18:00,L302,16:00-18:00,LAB. 302,16:00-18:00 LAB. 302,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-E1,2026-1,TCC00326,E1,1,segunda,18:00,20:00,L306,18:00-20:00,LAB. 306,18:00-20:00 LAB. 306,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-E1,2026-1,TCC00326,E1,2,quarta,18:00,20:00,404B,18:00-20:00,SALA 404B,18:00-20:00 SALA 404B,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-F1,2026-1,TCC00326,F1,1,terca,09:00,11:00,L302,09:00-11:00,LAB. 302,09:00-11:00 LAB. 302,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-F1,2026-1,TCC00326,F1,2,quinta,09:00,11:00,321,09:00-11:00,SALA 321,09:00-11:00 SALA 321,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-F2,2026-1,TCC00326,F2,1,terca,09:00,11:00,317,09:00-11:00,SALA 317,09:00-11:00 SALA 317,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-F2,2026-1,TCC00326,F2,2,quinta,09:00,11:00,L303,09:00-11:00,LAB. 303,09:00-11:00 LAB. 303,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-F3,2026-1,TCC00326,F3,1,terca,09:00,11:00,321,09:00-11:00,SALA 321,09:00-11:00 SALA 321,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-F3,2026-1,TCC00326,F3,2,quinta,09:00,11:00,L302,09:00-11:00,LAB. 302,09:00-11:00 LAB. 302,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G1,2026-1,TCC00326,G1,1,terca,11:00,13:00,L302,11:00-13:00,LAB. 302,11:00-13:00 LAB. 302,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G1,2026-1,TCC00326,G1,2,quinta,11:00,13:00,321,11:00-13:00,SALA 321,11:00-13:00 SALA 321,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G2,2026-1,TCC00326,G2,1,terca,11:00,13:00,306,11:00-13:00,SALA 306,11:00-13:00 SALA 306,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G2,2026-1,TCC00326,G2,2,quinta,11:00,13:00,L306,11:00-13:00,LAB. 306,11:00-13:00 LAB. 306,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G3,2026-1,TCC00326,G3,1,terca,11:00,13:00,L303,11:00-13:00,LAB. 303,11:00-13:00 LAB. 303,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G3,2026-1,TCC00326,G3,2,quinta,11:00,13:00,308,11:00-13:00,SALA 308,11:00-13:00 SALA 308,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G4,2026-1,TCC00326,G4,1,terca,11:00,13:00,308,11:00-13:00,SALA 308,11:00-13:00 SALA 308,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G4,2026-1,TCC00326,G4,2,quinta,11:00,13:00,L302,11:00-13:00,LAB. 302,11:00-13:00 LAB. 302,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H1,2026-1,TCC00326,H1,1,terca,14:00,16:00,L302,14:00-16:00,LAB. 302,14:00-16:00 LAB. 302,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H1,2026-1,TCC00326,H1,2,quinta,14:00,16:00,204,14:00-16:00,SALA 204,14:00-16:00 SALA 204,7,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H2,2026-1,TCC00326,H2,1,terca,14:00,16:00,204,14:00-16:00,SALA 204,14:00-16:00 SALA 204,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H2,2026-1,TCC00326,H2,2,quinta,14:00,16:00,L306,14:00-16:00,LAB. 306,14:00-16:00 LAB. 306,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H3,2026-1,TCC00326,H3,1,terca,14:00,16:00,202,14:00-16:00,SALA 202,14:00-16:00 SALA 202,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H3,2026-1,TCC00326,H3,2,quinta,14:00,16:00,L305,14:00-16:00,LAB. 305,14:00-16:00 LAB. 305,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H4,2026-1,TCC00326,H4,1,terca,14:00,16:00,308,14:00-16:00,SALA 308,14:00-16:00 SALA 308,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H4,2026-1,TCC00326,H4,2,quinta,14:00,16:00,308,14:00-16:00,SALA 308,14:00-16:00 SALA 308,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-J1,2026-1,TCC00326,J1,1,terca,16:00,18:00,L304,16:00-18:00,LAB. 304,16:00-18:00 LAB. 304,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-J1,2026-1,TCC00326,J1,2,quinta,16:00,18:00,204,16:00-18:00,SALA 204,16:00-18:00 SALA 204,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-J2,2026-1,TCC00326,J2,1,terca,16:00,18:00,204,16:00-18:00,SALA 204,16:00-18:00 SALA 204,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-J2,2026-1,TCC00326,J2,2,quinta,16:00,18:00,L306,16:00-18:00,LAB. 306,16:00-18:00 LAB. 306,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00280-A1,2026-1,TCC00280,A1,1,segunda,14:00,18:00,215,14:00-18:00,SALA 215,14:00-18:00 SALA 215,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00195-A1,2026-1,TCC00195,A1,1,terca,11:00,13:00,315,11:00-13:00,SALA 315,11:00-13:00 SALA 315,8,dados/brutos/QH-2026-1.pdf
2026-1-TCC00195-A1,2026-1,TCC00195,A1,2,quinta,11:00,13:00,315,11:00-13:00,SALA 315,11:00-13:00 SALA 315,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-002-SEM-TURMA,2026-1,,,1,terca,11:00,13:00,304,11:00-13:00,SALA 304,11:00-13:00 SALA 304,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-002-SEM-TURMA,2026-1,,,2,quinta,11:00,13:00,304,11:00-13:00,SALA 304,11:00-13:00 SALA 304,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-003-SEM-TURMA,2026-1,,,1,terca,18:00,22:00,321,18:00-22:00,SALA 321,18:00-22:00 SALA 321,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-004-SEM-TURMA,2026-1,,,1,terca,09:00,11:00,L305,09:00-11:00,LAB. 305,09:00-11:00 LAB. 305,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-004-SEM-TURMA,2026-1,,,2,quinta,09:00,11:00,L305,09:00-11:00,LAB. 305,09:00-11:00 LAB. 305,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-005-SEM-TURMA,2026-1,,,1,terca,09:00,11:00,404B,09:00-11:00,SALA 404B,09:00-11:00 SALA 404B,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-005-SEM-TURMA,2026-1,,,2,quinta,09:00,11:00,404B,09:00-11:00,SALA 404B,09:00-11:00 SALA 404B,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-006-SEM-TURMA,2026-1,,,1,sexta,09:00,13:00,206,09:00-13:00,SALA 206,09:00-13:00 SALA 206,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-007-SEM-TURMA,2026-1,,,1,terca,14:00,16:00,319,14:00-16:00,SALA 319,14:00-16:00 SALA 319,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-007-SEM-TURMA,2026-1,,,2,quinta,14:00,16:00,319,14:00-16:00,SALA 319,14:00-16:00 SALA 319,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-008-SEM-TURMA,2026-1,,,1,sexta,14:00,18:00,204,14:00-18:00,SALA 204,14:00-18:00 SALA 204,8,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-009-SEM-TURMA,2026-1,,,1,segunda,11:00,13:00,308,11:00-13:00,SALA 308,11:00-13:00 SALA 308,9,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-009-SEM-TURMA,2026-1,,,2,quarta,11:00,13:00,308,11:00-13:00,SALA 308,11:00-13:00 SALA 308,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00244-A1,2026-1,TCC00244,A1,1,terca,07:00,09:00,204,07:00-09:00,SALA 204,07:00-09:00 SALA 204,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00244-A1,2026-1,TCC00244,A1,2,quinta,07:00,09:00,204,07:00-09:00,SALA 204,07:00-09:00 SALA 204,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00241-A1,2026-1,TCC00241,A1,1,terca,14:00,16:00,313,14:00-16:00,SALA 313,14:00-16:00 SALA 313,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00241-A1,2026-1,TCC00241,A1,2,quinta,14:00,16:00,313,14:00-16:00,SALA 313,14:00-16:00 SALA 313,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00250-A1,2026-1,TCC00250,A1,1,terca,11:00,13:00,302,11:00-13:00,SALA 302,11:00-13:00 SALA 302,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00250-A1,2026-1,TCC00250,A1,2,quinta,11:00,13:00,302,11:00-13:00,SALA 302,11:00-13:00 SALA 302,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00251-A1,2026-1,TCC00251,A1,1,segunda,07:00,09:00,215,07:00-09:00,SALA 215,07:00-09:00 SALA 215,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00251-A1,2026-1,TCC00251,A1,2,quarta,07:00,09:00,215,07:00-09:00,SALA 215,07:00-09:00 SALA 215,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00259-A1,2026-1,TCC00259,A1,1,terca,14:00,16:00,306,14:00-16:00,SALA 306,14:00-16:00 SALA 306,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00259-A1,2026-1,TCC00259,A1,2,quinta,14:00,16:00,306,14:00-16:00,SALA 306,14:00-16:00 SALA 306,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00260-A1,2026-1,TCC00260,A1,1,terca,09:00,11:00,304,09:00-11:00,SALA 304,09:00-11:00 SALA 304,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00260-A1,2026-1,TCC00260,A1,2,quinta,09:00,11:00,304,09:00-11:00,SALA 304,09:00-11:00 SALA 304,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00271-A1,2026-1,TCC00271,A1,1,segunda,16:00,18:00,L303,16:00-18:00,LAB. 303,16:00-18:00 LAB. 303,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00271-A1,2026-1,TCC00271,A1,2,quarta,16:00,18:00,317,16:00-18:00,SALA 317,16:00-18:00 SALA 317,9,dados/brutos/QH-2026-1.pdf
2026-1-TCC00230-A1,2026-1,TCC00230,A1,1,sexta,09:00,13:00,217,09:00-13:00,SALA 217,09:00-13:00 SALA 217,9,dados/brutos/QH-2026-1.pdf
2026-2-TCC00265-SEM-TURMA,2026-2,TCC00265,,1,segunda,16:00,18:00,317,16/18,317,16/18 317,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00265-SEM-TURMA,2026-2,TCC00265,,2,quarta,16:00,18:00,317,16/18,317,16/18 317,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00284-A1,2026-2,TCC00284,A1,1,terca,09:00,11:00,321,09/11,321,09/11 321,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00284-A1,2026-2,TCC00284,A1,2,quinta,09:00,11:00,321,09/11,321,09/11 321,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00203-SEM-TURMA,2026-2,TCC00203,,1,segunda,14:00,18:00,319,14/18,319,14/18 319,1,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-001-SEM-TURMA,2026-2,,,1,segunda,11:00,13:00,,11/13,,11/13,1,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-001-SEM-TURMA,2026-2,,,2,quarta,11:00,13:00,,11/13,,11/13,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00285-A1,2026-2,TCC00285,A1,1,terca,11:00,13:00,213,11/13,213,11/13 213,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00285-A1,2026-2,TCC00285,A1,2,quinta,11:00,13:00,213,11/13,213,11/13 213,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00285-X1,2026-2,TCC00285,X1,1,terca,11:00,13:00,313,11/13,313,11/13 313,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00285-X1,2026-2,TCC00285,X1,2,quinta,11:00,13:00,313,11/13,313,11/13 313,1,dados/brutos/QH-2026-2.pdf
2026-2-TIC10001-SEM-TURMA,2026-2,TIC10001,,1,terca,16:00,18:00,321,16/18,321,16/18 321,1,dados/brutos/QH-2026-2.pdf
2026-2-TIC10001-SEM-TURMA,2026-2,TIC10001,,2,quinta,16:00,18:00,321,16/18,321,16/18 321,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00286-A1,2026-2,TCC00286,A1,1,terca,09:00,11:00,204,09/11,204,09/11 204,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00286-A1,2026-2,TCC00286,A1,2,quinta,09:00,11:00,204,09/11,204,09/11 204,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00286-B1,2026-2,TCC00286,B1,1,terca,09:00,11:00,319,09/11,319,09/11 319,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00286-B1,2026-2,TCC00286,B1,2,quinta,09:00,11:00,319,09/11,319,09/11 319,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00349-A1,2026-2,TCC00349,A1,1,terca,07:00,09:00,213,07/09,213,07/09 213,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00349-A1,2026-2,TCC00349,A1,2,quinta,07:00,09:00,213,07/09,213,07/09 213,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00287-A1,2026-2,TCC00287,A1,1,terca,07:00,09:00,217,07/09,217,07/09 217,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00287-A1,2026-2,TCC00287,A1,2,quinta,07:00,09:00,217,07/09,217,07/09 217,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00288-A1,2026-2,TCC00288,A1,1,segunda,07:00,09:00,321,07/09,321,07/09 321,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00288-A1,2026-2,TCC00288,A1,2,quarta,07:00,09:00,321,07/09,321,07/09 321,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00336-A1,2026-2,TCC00336,A1,1,segunda,20:00,22:00,L302,20/22,L. 302,20/22 L. 302,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00336-A1,2026-2,TCC00336,A1,2,quarta,20:00,22:00,L302,20/22,L. 302,20/22 L. 302,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00194-SEM-TURMA,2026-2,TCC00194,,1,terca,16:00,18:00,206,16/18,206,16/18 206,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00194-SEM-TURMA,2026-2,TCC00194,,2,quinta,16:00,18:00,206,16/18,206,16/18 206,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00289-A1,2026-2,TCC00289,A1,1,segunda,09:00,11:00,321,09/11,321,09/11 321,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00289-A1,2026-2,TCC00289,A1,2,quarta,09:00,11:00,321,09/11,321,09/11 321,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00290-A1,2026-2,TCC00290,A1,1,quinta,11:00,13:00,215,11/13,215,11/13 215,1,dados/brutos/QH-2026-2.pdf
2026-2-TCC00222-A1,2026-2,TCC00222,A1,1,quinta,18:00,22:00,213,18/22,213,18/22 213,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00291-A1,2026-2,TCC00291,A1,1,segunda,11:00,13:00,321,11/13,321,11/13 321,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00291-A1,2026-2,TCC00291,A1,2,quarta,11:00,13:00,321,11/13,321,11/13 321,2,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-002-SEM-TURMA,2026-2,,,1,terca,09:00,11:00,313,09/11,313,09/11 313,2,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-002-SEM-TURMA,2026-2,,,2,quinta,09:00,11:00,313,09/11,313,09/11 313,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00226-A1,2026-2,TCC00226,A1,1,segunda,09:00,11:00,L306,09/11,L. 306,09/11 L. 306,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00226-A1,2026-2,TCC00226,A1,2,quarta,09:00,11:00,L306,09/11,L. 306,09/11 L. 306,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00225-A1,2026-2,TCC00225,A1,1,segunda,18:00,20:00,204,18/20,204,18/20 204,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00225-A1,2026-2,TCC00225,A1,2,quarta,18:00,20:00,204,18/20,204,18/20 204,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00292-A1,2026-2,TCC00292,A1,1,segunda,09:00,11:00,215,09/11,215,09/11 215,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00292-A1,2026-2,TCC00292,A1,2,quarta,09:00,11:00,215,09/11,215,09/11 215,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00293-A1,2026-2,TCC00293,A1,1,segunda,07:00,09:00,215,07/09,215,07/09 215,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00293-A1,2026-2,TCC00293,A1,2,quarta,07:00,09:00,215,07/09,215,07/09 215,2,dados/brutos/QH-2026-2.pdf
2026-2-TIC10002-SEM-TURMA,2026-2,TIC10002,,1,terca,14:00,16:00,202,14/16,202,14/16 202,2,dados/brutos/QH-2026-2.pdf
2026-2-TIC10002-SEM-TURMA,2026-2,TIC10002,,2,quinta,14:00,16:00,202,14/16,202,14/16 202,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00319-S1,2026-2,TCC00319,S1,1,sexta,14:00,18:00,L306,14/18,L. 306,14/18 L. 306,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00319-T1,2026-2,TCC00319,T1,1,terca,16:00,18:00,302,16/18,302,16/18 302,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00319-T1,2026-2,TCC00319,T1,2,quinta,16:00,18:00,302,16/18,302,16/18 302,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00348-A1,2026-2,TCC00348,A1,1,terca,11:00,13:00,204,11/13,204,11/13 204,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00348-A1,2026-2,TCC00348,A1,2,quinta,11:00,13:00,204,11/13,204,11/13 204,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00348-B1,2026-2,TCC00348,B1,1,terca,11:00,13:00,217,11/13,217,11/13 217,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00348-B1,2026-2,TCC00348,B1,2,quinta,11:00,13:00,217,11/13,217,11/13 217,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00331-A1,2026-2,TCC00331,A1,1,segunda,18:00,20:00,206,18/20,206,18/20 206,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00331-A1,2026-2,TCC00331,A1,2,quarta,18:00,20:00,206,18/20,206,18/20 206,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00331-B1,2026-2,TCC00331,B1,1,segunda,18:00,20:00,302,18/20,302,18/20 302,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00331-B1,2026-2,TCC00331,B1,2,quarta,18:00,20:00,L307,18/20,L. 307,18/20 L. 307,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00371-A1,2026-2,TCC00371,A1,1,terca,09:00,11:00,308,09/11,308,09/11 308,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00371-A1,2026-2,TCC00371,A1,2,quinta,09:00,11:00,308,09/11,308,09/11 308,2,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-003-SEM-TURMA,2026-2,,,1,quarta,16:00,20:00,202,16/20,202,16/20 202,2,dados/brutos/QH-2026-2.pdf
2026-2-TCC00296-A1,2026-2,TCC00296,A1,1,terca,07:00,09:00,202,07/09,202,07/09 202,3,dados/brutos/QH-2026-2.pdf
