turma_id,semestre,codigo,dia,inicio,fim,sala_observada,laboratorio_observado,recursos_observados,observacao_fonte,requer_laboratorio,recursos_requeridos,requisito_fonte
2026-1-TCC00334-A1,2026-1,TCC00334,segunda,18:00,20:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00334-A1,2026-1,TCC00334,quarta,18:00,20:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00307-B1A1,2026-1,TCC00307,terca,11:00,13:00,404B,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00307-B1A1,2026-1,TCC00307,quinta,11:00,13:00,404B,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00366-A1,2026-1,TCC00366,segunda,18:00,20:00,404B,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00366-A1,2026-1,TCC00366,quarta,18:00,20:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00366-B1,2026-1,TCC00366,segunda,18:00,20:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00366-B1,2026-1,TCC00366,quarta,18:00,20:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00308-A1,2026-1,TCC00308,segunda,16:00,18:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00308-A1,2026-1,TCC00308,quarta,16:00,18:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00308-B1,2026-1,TCC00308,segunda,16:00,18:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00308-B1,2026-1,TCC00308,quarta,16:00,18:00,L307,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00356-A1,2026-1,TCC00356,segunda,18:00,20:00,L303,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00356-A1,2026-1,TCC00356,quarta,18:00,20:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00356-B1,2026-1,TCC00356,segunda,20:00,22:00,L303,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00356-B1,2026-1,TCC00356,quarta,20:00,22:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00347-X1,2026-1,TCC00347,terca,09:00,11:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00347-X1,2026-1,TCC00347,quinta,09:00,11:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00347-A1,2026-1,TCC00347,terca,09:00,11:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00347-A1,2026-1,TCC00347,quinta,09:00,11:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00347-B1,2026-1,TCC00347,terca,09:00,11:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00347-B1,2026-1,TCC00347,quinta,09:00,11:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00328-A1,2026-1,TCC00328,segunda,11:00,13:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00328-A1,2026-1,TCC00328,quarta,11:00,13:00,L304,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00328-B1,2026-1,TCC00328,segunda,16:00,18:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00328-B1,2026-1,TCC00328,quarta,16:00,18:00,L304,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00357-A1,2026-1,TCC00357,sexta,18:00,22:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00335-A1,2026-1,TCC00335,terca,20:00,22:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00335-A1,2026-1,TCC00335,quinta,20:00,22:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00312-A1,2026-1,TCC00312,segunda,11:00,13:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00312-A1,2026-1,TCC00312,quarta,11:00,13:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00338-A1,2026-1,TCC00338,terca,18:00,20:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00338-A1,2026-1,TCC00338,quinta,18:00,20:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00365-A1,2026-1,TCC00365,segunda,18:00,20:00,L304,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00365-A1,2026-1,TCC00365,quarta,18:00,20:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00359-A1,2026-1,TCC00359,segunda,20:00,22:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00359-A1,2026-1,TCC00359,quarta,20:00,22:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00359-Z1,2026-1,TCC00359,terca,14:00,16:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00359-Z1,2026-1,TCC00359,quinta,14:00,16:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00313-A1,2026-1,TCC00313,terca,07:00,09:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00313-A1,2026-1,TCC00313,quinta,07:00,09:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00314-A1,2026-1,TCC00314,terca,09:00,11:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00314-A1,2026-1,TCC00314,quinta,09:00,11:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00341-A1,2026-1,TCC00341,segunda,20:00,22:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00341-A1,2026-1,TCC00341,quarta,20:00,22:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-CGI00004-A1,2026-1,CGI00004,sexta,18:00,22:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00358-A1,2026-1,TCC00358,quinta,18:00,22:00,306,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00358-B1,2026-1,TCC00358,quinta,18:00,22:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00315-A1,2026-1,TCC00315,terca,11:00,13:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00315-A1,2026-1,TCC00315,quinta,11:00,13:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00362-A1,2026-1,TCC00362,segunda,20:00,22:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00362-A1,2026-1,TCC00362,quarta,20:00,22:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00316-A1,2026-1,TCC00316,terca,11:00,13:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00316-A1,2026-1,TCC00316,quinta,11:00,13:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00242-A1,2026-1,TCC00242,terca,18:00,20:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00242-A1,2026-1,TCC00242,quinta,18:00,20:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00253-A1,2026-1,TCC00253,sexta,18:00,22:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00360-A1,2026-1,TCC00360,segunda,18:00,20:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00360-A1,2026-1,TCC00360,quarta,18:00,20:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00205-A1,2026-1,TCC00205,quarta,16:00,20:00,306,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-001-SEM-TURMA,2026-1,,segunda,11:00,13:00,313,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-001-SEM-TURMA,2026-1,,quarta,11:00,13:00,313,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TIC10001-SEM-TURMA,2026-1,TIC10001,terca,09:00,11:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TIC10001-SEM-TURMA,2026-1,TIC10001,quinta,09:00,11:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TIC10002-SEM-TURMA,2026-1,TIC10002,terca,14:00,16:00,404B,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TIC10002-SEM-TURMA,2026-1,TIC10002,quinta,14:00,16:00,404B,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TIC10003-SEM-TURMA,2026-1,TIC10003,segunda,09:00,11:00,306,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TIC10003-SEM-TURMA,2026-1,TIC10003,quarta,09:00,11:00,306,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TIC10005-SEM-TURMA,2026-1,TIC10005,terca,11:00,13:00,306,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TIC10005-SEM-TURMA,2026-1,TIC10005,quinta,11:00,13:00,306,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00319-A1,2026-1,TCC00319,sexta,14:00,18:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00319-B1,2026-1,TCC00319,terca,16:00,18:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00319-B1,2026-1,TCC00319,quinta,16:00,18:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
