id,semestre,curso,periodo,ch_ob,ch_op,capacidade,codigo,disciplina,turma,setor,alocacao,codigo_horario,origem,linha_planilha
2025-1-TCC00305-A1,2025-1,31,CC-P6,4.0,,68,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,A1,LING.TEOR.,Bruno,2_4_07_09,IC,45
2025-1-TCC00306-A1,2025-1,31,CC-P4,4.0,,45,TCC00306,METODOS NUMERICOS,A1,COMP.NUM.,Luiz Bez,3_5_09_11,IC,46
2025-1-TCC00330-A1,2025-1,83,SI-P7,4.0,,50,TCC00330,MODELAGEM DE PROCESSO DE NEGÓCIOS,A1,GER.SIST.TI,Flavio Seixas,2_4_18_20,IC,47
2025-1-TCC00318-A1,2025-1,31,CC-P7,4.0,,60,TCC00318,PESQUISA OPERACIONAL,A1,ALG.CPX.,Yuri,3_5_09_11,IC,48
2025-1-TCC00334-A1,2025-1,83,SI-P4,4.0,,61,TCC00334,PRINCIPIO DE BANCO DE DADOS,A1,B.D.,Marcos Bedo,2_4_18_20,IC,49
2025-1-TCC00307-A1,2025-1,31,CC-P6,4.0,,79,TCC00307,PROGRAMAÇÃO CIENTÍFICA,A1,COMP.NUM.,Ricardo,3_5_09_11,IC,50
2025-1-TCC00366-A1,2025-1,83,SI-P1-A,4.0,,54,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,A1,ESTR.PROG.,Leo Cruz,2_4_18_20,IC,51
2025-1-TCC00366-B1,2025-1,83,SI-P1-B,4.0,,52,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,B1,ESTR.PROG.,Heleno,2_4_18_20,IC,52
2025-1-TCC00308-A1,2025-1,31,CC-P1-A,4.0,,42,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,A1,ESTR.PROG.,Viterbo,2_4_16_18,IC,53
2025-1-TCC00308-B1,2025-1,31,CC-P1-B,4.0,,50,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,B1,ESTR.PROG.,Igor Machado,2_4_16_18,IC,54
2025-1-TCC00356-A1,2025-1,83,SI-P2-A,4.0,,45,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,A1,ESTR.PROG.,Patrick,2_4_18_20,IC,55
2025-1-TCC00356-B1,2025-1,83,SI-P2-B,4.0,,45,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,B1,ESTR.PROG.,Patrick,2_4_20_22,IC,56
2025-1-TCC00347-A1,2025-1,31,CC-P2-A,4.0,,45,TCC00347,PROGRAMAÇÃO ESTRUTURADA,A1,ESTR.PROG.,Rosseti,3_5_09_11,IC,57
2025-1-TCC00347-B1,2025-1,31,CC-P2-B,4.0,,52,TCC00347,PROGRAMAÇÃO ESTRUTURADA,B1,ESTR.PROG.,Aline Paes,3_5_09_11,IC,58
2025-1-TCC00328-A1,2025-1,-31,CC-P3-A,0.0,,0,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,A1,ENG.SOFT.,FECHADA,2_4_11_13,IC,59
2025-1-TCC00328-B1,2025-1,31,CC-P3-B,4.0,,45,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,B1,ENG.SOFT.,Rebeca,2_4_16_18,IC,60
2025-1-TCC00357-A1,2025-1,83,SI-P4,4.0,,79,TCC00357,PROGRAMAÇÃO ORIENTADA A OBJETOS I,A1,ENG.SOFT.,Mauricio,6_18_22,IC,61
2025-1-TCC00357-X1,2025-1,83,SI-P4,4.0,,50,TCC00357,PROGRAMAÇÃO ORIENTADA A OBJETOS I,X1,ALG.CPX.,Andre Renato,3_5_18_20,IC,62
2025-1-TCC00335-A1,2025-1,83,SI-P5,4.0,,79,TCC00335,PROJETO DE BANCO DE DADOS PARA SI,A1,B.D.,Daniel,3_5_20_22,IC,63
2025-1-TCC00312-A1,2025-1,31,CC-P5,4.0,,60,TCC00312,PROJETO DE SOFTWARE,A1,ENG.SOFT.,Vania,2_4_11_13,IC,64
2025-1-TCC00338-A1,2025-1,83,SI-P6,4.0,,68,TCC00338,PROJETO DE SOFTWARE,A1,ENG.SOFT.,Joao Pimentel,3_5_18_20,IC,65
2025-1-TCC00311-B1,2025-1,31,,0.0,,,TCC00311,PROJETO FINAL II,B1,PROJ.FINAL,_Simone_,,IC,66
2025-1-TCC00365-A1,2025-1,83,SI-P8,4.0,,45,TCC00365,QUALIDADE E TESTE DE SOFTWARE,A1,ENG.SOFT.,Vania,2_4_18_20,IC,67
2025-1-TCC00359-A1,2025-1,83,SI-P4,4.0,,50,TCC00359,REDES DE COMPUTADORES,A1,REDES,Flavio Seixas,2_4_20_22,IC,68
2025-1-TCC00313-A1,2025-1,31,CC-P5,4.0,,61,TCC00313,REDES DE COMPUTADORES I,A1,REDES,Celio,3_5_07_09,IC,69
2025-1-TCC00314-A1,2025-1,31,CC-P6,4.0,,42,TCC00314,REDES DE COMPUTADORES II,A1,REDES,Celio,3_5_11_13,IC,70
2025-1-TCC00341-A1,2025-1,83,SI-P7,4.0,,61,TCC00341,SEGURANÇA DA INFORMAÇÃO,A1,REDES,Igor Moraes,2_4_20_22,IC,71
2025-1-TCC00358-A1,2025-1,83,SI-P3-A,4.0,,61,TCC00358,SISTEMAS COMPUTACIONAIS,A1,ARQ.SO.,Aline Nascimento,5_18_22,IC,72
2025-1-TCC00358-B1,2025-1,83,SI-P3-B,4.0,,50,TCC00358,SISTEMAS COMPUTACIONAIS,B1,ARQ.SO.,Cristina Boeres,5_18_22,IC,73
2025-1-TCC00315-A1,2025-1,31,CC-P7,4.0,,43,TCC00315,SISTEMAS DISTRIBUÍDOS,A1,ARQ.SO.,Flavia Delicato,3_5_07_09,IC,74
2025-1-TCC00362-A1,2025-1,83,SI-P5,4.0,,52,TCC00362,SISTEMAS DISTRIBUÍDOS PARA SISTEMAS DE INFORMAÇÃO,A1,ARQ.SO.,Raphael Guerra,2_4_20_22,IC,75
2025-1-TCC00316-A1,2025-1,31,CC-P4,4.0,,54,TCC00316,SISTEMAS OPERACIONAIS,A1,ARQ.SO.,Cristina Boeres,3_5_11_13,IC,76
2025-1-TCC00360-A1,2025-1,83,SI-P6,4.0,,43,TCC00360,VISUALIZAÇÃO DE DADOS,A1,COMP.VIS.JOGOS,Marcos Lage,2_4_18_20,IC,77
2025-1-TCC00242-A1,2025-1,83,SI-P6,4.0,,42,TCC00242,Ementa Variável I / Graduação - Introdução à programação funcional - TCC0024X TÓPICOS EM COMPUTAÇÃO X,A1,,Mauricio,3_5_20_22,IC,78
2025-1-TCC00212-A1,2025-1,83,SI-P7,4.0,,42,TCC00212,Ementa Variável II / EMPREENDEDORISMO,A1,,Daniela,3_5_18_20,IC,79
2025-1-TIC10001-,2025-1,999,,4.0,,79,TIC10001,Pós: Análise e Síntese de Algoritmos,,PGC-OB-BAS,Luis Felipe,3_5_07_09,externa,81
2025-1-TIC10002-,2025-1,999,,4.0,,68,TIC10002,Pós: Estrutura de Dados e Algoritmos,,PGC-OB-BAS,Igor Machado,2_4_11_13,externa,82
2025-1-TIC10003-,2025-1,999,,4.0,,50,TIC10003,Pós: Sistemas de Computação,,PGC-OB-BAS,Lucia,2_4_09_11,externa,83
2025-1-TIC10005-,2025-1,999,,4.0,,52,TIC10005,Pós: Tratamento de Incertezas,,PGC-OB-BAS,Guto,3_5_11_13,externa,84
2025-1-TCC00319-A1,2025-1,41,,4.0,,93,TCC00319,ESTRUTURAS DE DADOS,A1,ESTR.PROG.,Taiane,6_14_18,IC,88
2025-1-TCC00319-B1,2025-1,38,,4.0,,52,TCC00319,ESTRUTURAS DE DADOS,B1,ESTR.PROG.,Martinhon,3_5_16_18,IC,89
2025-1-TCC00320-A1,2025-1,42,,4.0,,50,TCC00320,INTRODUÇÃO A PROJETO DE BANCO DE DADOS,A1,B.D.,Luiz Andre,3_5_14_16,IC,90
2025-1-TCC00320-B1,2025-1,54,,4.0,,60,TCC00320,INTRODUÇÃO A PROJETO DE BANCO DE DADOS,B1,B.D.,Vanessa,3_5_14_16,IC,91
2025-1-TCC00328-C1,2025-1,41,,4.0,,36,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,C1,ENG.SOFT.,Anselmo,2_4_11_13,IC,92
2025-1-TCC00325-A1,2025-1,99,,4.0,,45,TCC00325,MÉTODOS NUMÉRICOS,A1,COMP.NUM.,Aura,2_4_09_11,IC,94
2025-1-TCC00325-B1,2025-1,99,,4.0,,52,TCC00325,MÉTODOS NUMÉRICOS,B1,COMP.NUM.,Ricardo,2_4_11_13,IC,95
2025-1-TCC00325-C1,2025-1,99,,4.0,,52,TCC00325,MÉTODOS NUMÉRICOS,C1,COMP.NUM.,Luiz Bez,2_4_16_18,IC,96
2025-1-TCC00325-D1,2025-1,99,,4.0,,42,TCC00325,MÉTODOS NUMÉRICOS,D1,COMP.NUM.,Pedro,2_4_18_20,IC,97
2025-1-TCC00325-E1,2025-1,99,,4.0,,61,TCC00325,MÉTODOS NUMÉRICOS,E1,COMP.NUM.,Helena,3_5_11_13,IC,98
2025-1-TCC00325-F1,2025-1,99,,4.0,,61,TCC00325,MÉTODOS NUMÉRICOS,F1,COMP.NUM.,Helena,3_5_14_16,IC,99
2025-1-TCC00325-G1,2025-1,99,,4.0,,61,TCC00325,MÉTODOS NUMÉRICOS,G1,COMP.NUM.,Helena,3_5_16_18,IC,100
2025-1-TCC00326-E1,2025-1,99,,4.0,,45,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,E1,PROG.BAS.,Christiano,2_4_16_18,IC,101
2025-1-TCC00326-E2,2025-1,99,,4.0,,50,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,E2,PROG.BAS.,Gyslla,2_4_16_18,IC,102
2025-1-TCC00326-F1,2025-1,99,,4.0,,50,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F1,PROG.BAS.,Gyslla,2_4_18_20,IC,103
2025-1-TCC00326-I1,2025-1,99,,4.0,,50,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,I1,PROG.BAS.,John,3_5_09_11,IC,104
2025-1-TCC00326-I2,2025-1,99,,4.0,,61,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,I2,PROG.BAS.,Lauro,3_5_09_11,IC,105
2025-1-TCC00326-X1,2025-1,99,,4.0,,38,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,X1,PROG.BAS.,Dante,3_5_09_11,IC,106
2025-1-TCC00326-X2,2025-1,99,,4.0,,42,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,X2,PROG.BAS.,Mariza,3_5_09_11,IC,107
2025-1-TCC00326-J1,2025-1,99,,4.0,,50,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J1,PROG.BAS.,John,3_5_11_13,IC,108
2025-1-TCC00326-J2,2025-1,99,,4.0,,50,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J2,PROG.BAS.,Aline Nascimento,3_5_11_13,IC,109
2025-1-TCC00326-J3,2025-1,99,,4.0,,50,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J3,PROG.BAS.,Mario,3_5_11_13,IC,110
2025-1-TCC00326-J4,2025-1,99,,4.0,,38,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J4,PROG.BAS.,Dante,3_5_11_13,IC,111
2025-1-TCC00326-K1,2025-1,99,,4.0,,52,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,K1,PROG.BAS.,Lauro,3_5_14_16,IC,112
2025-1-TCC00326-K2,2025-1,99,,4.0,,50,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,K2,PROG.BAS.,Loana,3_5_14_16,IC,113
2025-1-TCC00326-K3,2025-1,99,,4.0,,50,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,K3,PROG.BAS.,Martinhon,3_5_14_16,IC,114
2025-1-TCC00326-K4,2025-1,99,,4.0,,38,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,K4,PROG.BAS.,Dante,3_5_14_16,IC,115
2025-1-TCC00326-L1,2025-1,99,,4.0,,50,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,L1,PROG.BAS.,Loana,3_5_16_18,IC,116
2025-1-TCC00243-A1,2025-1,,,,0.0,42,TCC00243,Pós: Algebra Linear Computacional / Graduação: TCC0025X TÓPICOS EM COMPUTACAO III,A1,,Pedro,2_4_16_18,IC,118
2025-1-TCC00259-A1,2025-1,,,,4.0,68,TCC00259,Pós: Aprendizado de Máquina / Graduação: TCC0025X TÓPICOS EM INTELIGÊNCIA ARTIFICIAL X,A1,,Mariza,3_5_16_18,IC,119
2025-1-TCC00244-A1,2025-1,,,,4.0,61,TCC00244,Pós: Bancos de Dados Distribuídos / TCC0024X TÓPICOS EM BANCO DE DADOS X,A1,,Daniel,3_5_18_20,IC,120
2025-1-TCC00350-A1,2025-1,,,,4.0,45,TCC00350,Pós: Computação Quântica / TCC00350 INTRODUÇÃO À COMPUTAÇÃO QUÂNTICA,A1,,Kowada,6_09_13,IC,122
2025-1-TCC00250-A1,2025-1,,,,4.0,93,TCC00250,Pós: Controle de Versão / Graduação: TCC0025X TÓPICOS EM ENGENHARIA DE SOFWARE X,A1,,Leo Murta,4_6_07_09,IC,123
2025-1-TCC00245-A1,2025-1,,,,4.0,60,TCC00245,Pós: eScience / TCC0024X TÓPICOS EM BANCO DE DADOS X,A1,,Vanessa,3_5_16_18,IC,124
2025-1-TCC00202-A1,2025-1,,,,4.0,36,TCC00202,"Pós: Jogos Digitais / TCC00202 VISUALIZAÇÃO, SIMULAÇÃO E JOGOS DIGITAIS",A1,,Esteban,3_5_09_11,IC,125
2025-1-TCC00241-A1,2025-1,,,,4.0,37,TCC00241,Pós: Visão Computacional  / TCC0024X TÓPICOS EM COMPUTAÇÃO X,A1,,Leandro Fernandes,2_4_18_20,IC,128
2025-1-TCC00251-A1,2025-1,,,,4.0,43,TCC00251,Pós: Game Analytics (TAs em CC I) / TCC0025X TÓPICOS EM ENGENHARIA DE SOFWARE X,A1,,Troy,3_5_11_13,IC,130
2025-1-TCC00260-A1,2025-1,,,,4.0,42,TCC00260,Pós: Inteligência Artificial Verde (TAs em CC II)  - Graduação: Inteligência Artificial Verde - TCC0025X TÓPICOS EM INTELIGÊNCIA ARTIFICIAL X,A1,,Leandro Santiago,3_5_14_16,IC,131
2025-1-TCC00253-A1,2025-1,,,,4.0,45,TCC00253,Graduação - Lógica Nebulosa - TCC0025X TÓPICOS ESPECIAIS EM SISTEMAS DE PROGRAMAÇÃO X,A1,,Patrick,2_4_16_18,IC,132
2025-1-TCC00261-A1,2025-1,,,,4.0,54,TCC00261,Graduação - Introdução ao Aprendizado Profundo - TCC0025X TÓPICOS EM INTELIGÊNCIA ARTIFICIAL X,A1,,Anselmo,2_4_09_11,IC,133
2025-1-TCC00280-,2025-1,,,,4.0,60,TCC00280,Graduação - TCC00280 COMPUTAÇÃO E MEIO AMBIENTE,,,Jose Raphael,2_14_18,IC,134
2025-1-GCI00126-,2025-1,,SI-P5,,,54,GCI00126,REPRESENTAÇÃO DA INFORMAÇÃO,,,ChristianoGCI,6_18_22,externa,136
2025-1-GCI00116-,2025-1,,SI-P4,,,54,GCI00116,ÉTICA,,,ChristianoGCI,5_18_22,externa,137
2025-2-TCC00284-A1,2025-2,31,CC-P6,4.0,,50,TCC00284,ALGORITMOS EM GRAFOS,A1,ALG.CPX.,Fabio,3_5_09_11,IC,3
2025-2-TCC00285-A1,2025-2,31,CC-P5,4.0,,50,TCC00285,ANÁLISE E PROJETO DE ALGORITMOS,A1,ALG.CPX.,Loana,3_5_11_13,IC,4
2025-2-TCC00286-A1,2025-2,31,CC-P3-A,4.0,,50,TCC00286,ARQUITETURAS DE COMPUTADORES,A1,ARQ.SO.,Vinod,3_5_09_11,IC,5
2025-2-TCC00286-B1,2025-2,31,CC-P3-B,4.0,,50,TCC00286,ARQUITETURAS DE COMPUTADORES,B1,ARQ.SO.,Cristina Boeres,3_5_09_11,IC,6
2025-2-TCC00349-A1,2025-2,31,CC-P5,4.0,,50,TCC00349,AVALIAÇÃO DE DESEMPENHO,A1,REDES,Guto,3_5_07_09,IC,7
2025-2-TCC00336-A1,2025-2,83,SI-P6,4.0,,41,TCC00336,BANCO DE DADOS NÃO CONVENCIONAIS,A1,B.D.,Daniel,2_4_20_22,IC,8
2025-2-TCC00287-A1,2025-2,31,CC-P4,4.0,,70,TCC00287,BANCO DE DADOS I,A1,B.D.,Luiz Andre,2_4_07_09,IC,9
2025-2-TCC00288-A1,2025-2,31,CC-P5,4.0,,50,TCC00288,BANCO DE DADOS II,A1,B.D.,Luiz Andre,2_4_11_13,IC,10
2025-2-TCC00289-A1,2025-2,31,CC-P7,4.0,,50,TCC00289,COMPILADORES,A1,LING.TEOR.,Flavia Bernardini,2_4_07_09,IC,11
2025-2-TCC00290-A1,2025-2,31,CC-P8,2.0,,40,TCC00290,COMPUTAÇÃO E SOCIEDADE,A1,GER.SIST.TI,Jose Raphael,5_11_13,IC,12
2025-2-TCC00222-A1,2025-2,83,SI-P8,4.0,,35,TCC00222,COMPUTAÇÃO E SOCIEDADE PARA SISTEMAS DE INFORMAÇÃO,A1,GER.SIST.TI,Marcelo Fornazin,5_18_22,IC,13
2025-2-TCC00291-A1,2025-2,31,CC-P6,4.0,,50,TCC00291,COMPUTAÇÃO GRÁFICA,A1,COMP.VIS.JOGOS,Esteban,2_4_11_13,IC,14
2025-2-TCC00226-A1,2025-2,31,CC-P5,4.0,,50,TCC00226,DESENVOLVIMENTO WEB,A1,ENG.SOFT.,Carlos Ribeiro,2_4_09_11,IC,15
2025-2-TCC00368-A1,2025-2,83,SI-P7,4.0,,36,TCC00368,P.O. PARA S.I. (WEB AVANC.),A1,ALG.CPX.,Andre Renato,3_5_20_22,IC,16
2025-2-TCC00225-A1,2025-2,83,SI-P5,4.0,,52,TCC00225,ENGENHARIA DE SOFTWARE,A1,ENG.SOFT.,Rebeca,2_4_18_20,IC,17
2025-2-TCC00292-A1,2025-2,31,CC-P4,4.0,,50,TCC00292,ENGENHARIA DE SOFTWARE I,A1,ENG.SOFT.,Leo Murta,2_4_09_11,IC,18
2025-2-TCC00293-A1,2025-2,31,CC-P6,4.0,,50,TCC00293,ENGENHARIA DE SOFTWARE II,A1,ENG.SOFT.,Leo Murta,2_4_07_09,IC,19
2025-2-TCC00348-A1,2025-2,31,CC-P3-A,4.0,,60,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,A1,ESTR.PROG.,Rosseti,3_5_11_13,IC,20
2025-2-TCC00348-B1,2025-2,-31,CC-P3-B,4.0,,0,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,B1,ESTR.PROG.,FECHADA,3_5_11_13,IC,21
2025-2-TCC00331-A1,2025-2,83,SI-P3,4.0,,60,TCC00331,ESTRUTURAS DE DADOS PARA SISTEMAS DE INFORMAÇÃO,A1,ESTR.PROG.,Taiane,2_4_18_20,IC,22
2025-2-TCC00296-A1,2025-2,31,CC-P1-A,4.0,,55,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,A1,ARQ.SO.,Vinod,3_5_14_16,IC,23
2025-2-TCC00296-B1,2025-2,31,CC-P1-B,4.0,,54,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,B1,ARQ.SO.,Aline Nascimento,3_5_14_16,IC,24
